model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B,"On United Airlines, give me the flight times from Boston to Dallas, as I'd like to go from Boston to San Francisco with a stop in Dallas.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B, i want a flight on twa from boston to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,Show me all flights from Boston to Denver while also telling me the flight number of the earliest flight between Boston and Washington DC and the cost of flight UA 281 from Boston to Denver.,"(atis_flight_no, atis_airfare, atis_flight)","(atis_flight_no, atis_airfare, atis_flight)",1,3
Llama-1B,"What is the cost of flight DL 106 from Philadelphia to Boston, and list flights from Atlanta to Boston on Wednesday afternoon and Thursday morning.","(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, can you show me one way economy fares from dallas to atlanta,(atis_airfare),(atis_airfare),1,1
Llama-1B,"Show me the flights from Denver that go to Pittsburgh and then Atlanta, and I'd like to know what type of plane flies from Boston to Dallas Fort Worth after 5:30.","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,Show me times for flights from San Francisco to Atlanta and I would also like a flight from Boston to Atlanta.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Please give me the flight times in the morning on United Airlines for September twentieth from Philadelphia to San Francisco, and show me the flights between Boston and San Francisco, Denver and San Francisco, and Boston and Denver.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Show me all the US Air flights leaving Pittsburgh between 12 and 4 in the afternoon, and give me the lowest fare from Atlanta to Denver on May seventh, please.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, what flights are provided by american airlines,(atis_flight),(atis_flight),1,1
Llama-1B,"Can you show me what flights are available on December sixteenth going from Oakland to Dallas, check if there is an airline that services Boston, DC, and Dallas, and show me the fares for Delta flights from Dallas to San Francisco.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,Please list the flight times from Boston to Pittsburgh while also telling me the first flight from Boston to Atlanta and the last flight from Atlanta to Boston.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,Please show me airlines with service from Boston to Denver and also show me morning flights from Atlanta to Philadelphia.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Give me a list of all the flights from Baltimore to Philadelphia, Denver to Philadelphia, or Pittsburgh to Philadelphia, and tell me which airline has the smallest plane leaving Pittsburgh and arriving in Baltimore on July fourth.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, yes what flights will be used on july seventh in the morning from atlanta to boston,(atis_flight),(atis_flight),1,1
Llama-1B, i would like to fly from atlanta to philadelphia,(atis_flight),(atis_flight),1,1
Llama-1B, could you tell me if there is ground transportation between the boston airport and boston downtown,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,Show me all flights from Baltimore to Philadelphia and tell me how long the trip is from Philadelphia airport to downtown Philadelphia.,"(atis_flight, atis_distance)","(atis_flight, atis_distance)",1,2
Llama-1B,"Show me Boston to Oakland flights, check if there are any airlines stopping at Denver on the way from Baltimore to San Francisco, and show me all fares from New York to Miami leaving on a Tuesday.","(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,"Give me fares from Atlanta to Baltimore, show me all flights from San Francisco to the Washington DC area, and please tell me how many nonstop flights there are from Boston to Atlanta.","(atis_airfare, atis_flight, atis_quantity)","(atis_airfare, atis_flight, atis_quantity)",1,3
Llama-1B,I would like to book a flight for August twenty-seventh from Baltimore to San Francisco on US Air while also knowing which airlines fly from Boston to Washington DC via other cities and seeing round trip fares from Baltimore to Philadelphia.,"(atis_flight, atis_airline, atis_airfare)","(atis_flight, atis_airline, atis_airfare)",1,3
Llama-1B,"What time does the Tuesday morning 7:55 flight leaving Washington arrive in San Francisco, and show me the latest flight from San Francisco to Denver?","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B, what airlines flies out of atlanta,(atis_airline),(atis_airline),1,1
Llama-1B,"Please give me a flight from Pittsburgh to San Francisco on Monday, list the number of people that can be carried on each type of plane that flies between Pittsburgh and Baltimore, and list available ground transportation in Pittsburgh.","(atis_capacity, atis_ground_service, atis_flight)","(atis_capacity, atis_ground_service, atis_flight)",1,3
Llama-1B, whats the earliest flight from dallas to houston,(atis_flight),(atis_flight),1,1
Llama-1B,Let's see how much a direct flight from Atlanta to Denver on May seventh would be while also finding flights between Boston and Atlanta that allow me to maximize my time on the ground in Atlanta and still return the same day.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, whats fare code yn,(atis_abbreviation),(atis_abbreviation),1,1
Llama-1B,Show me flights from Boston to Denver while indicating which airlines fly between Boston and Pittsburgh.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, what does fare code qx mean,(atis_abbreviation),(atis_abbreviation),1,1
Llama-1B, show me the cheapest round trips from dallas to baltimore,(atis_flight),(atis_flight),1,1
Llama-1B,"What flights go from Boston to Dallas, and how much is a flight from Washington to Boston?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"List the number of flights arriving in Dallas Fort Worth from Boston before noon, and I also need to get a flight from Houston to Seattle.","(atis_flight_no, atis_flight)","(atis_flight_no, atis_flight)",1,2
Llama-1B,Show me fares from Dallas to Baltimore and how many nonstop flights are going from Dallas to Oakland on July twenty-seventh.,"(atis_airfare, atis_quantity)","(atis_airfare, atis_quantity)",1,2
Llama-1B,"What are the flights on January first 1992 from Boston to San Francisco, and what are the round trip fares from New York to San Jose?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,I would like to see the flights available from Pittsburgh to San Francisco for Monday while also showing me fares from Philadelphia to San Francisco on Thursday morning.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, show me all twa flights please,(atis_flight),(atis_flight),1,1
Llama-1B,"What kind of aircraft do you have flying from Boston to San Francisco on August twenty-seventh, what is the fare on November seventh going one way from San Francisco to Oakland, and provide flight information from Denver to San Francisco.","(atis_aircraft, atis_airfare, atis_flight)","(atis_aircraft, atis_airfare, atis_flight)",1,3
Llama-1B,I'd like to find the least expensive one-way fare from Boston to Philadelphia while also knowing the earliest flight from Atlanta to Boston.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"What flights on United leave LaGuardia for San Jose and arrive around 10 PM, give me the flight times from Boston to Dallas on United Airlines, and tell me the kind of aircraft United Airlines flies from Denver to San Francisco before 10 o'clock in the morning.","(atis_flight, atis_flight_time, atis_aircraft)","(atis_flight, atis_flight_time, atis_aircraft)",1,3
Llama-1B,I'd like information on a morning flight from Atlanta to Denver as well as all flights and fares from Dallas.,"(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B, what flights are available with q fares from boston to pittsburgh,(atis_flight),(atis_flight),1,1
Llama-1B,"Sure, I'd like to determine what aircraft are used on July seventh for a flight leaving from Boston and arriving in Atlanta, and is there a flight from Boston to Atlanta and what airlines fly from Boston to Baltimore?","(atis_aircraft, atis_flight, atis_airline)","(atis_aircraft, atis_flight, atis_airline)",1,3
Llama-1B,I'd like to see flights from Pittsburgh to Philadelphia and know how many daily US Air flights there are between Philadelphia and Pittsburgh.,"(atis_flight, atis_quantity)","(atis_flight, atis_quantity)",1,2
Llama-1B,Can you tell me what type of aircraft is used on Eastern Flight 825 flying from Atlanta to Denver when it leaves at 5:55 and what are the flights and fares from Atlanta to Philadelphia?,"(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B,Give me the continental flights from Seattle while also telling me what airlines have nonstop early afternoon flights from Boston to Denver.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Does any airline have a jet flight between Pittsburgh and Baltimore and show me all flights from Pittsburgh to Philadelphia that arrive at 6 o'clock next Tuesday.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Show me all flights from Atlanta to San Francisco and the schedule of flights from Atlanta to Boston on August first, while also showing airlines with flights from Denver to Boston with a stopover in Philadelphia.","(atis_flight, atis_airline, atis_flight_time)","(atis_flight, atis_airline, atis_flight_time)",1,3
Llama-1B,"Describe Pittsburgh airport and what airlines service it, as I would like to fly from Pittsburgh to San Francisco.","(atis_airline, atis_airport, atis_flight)","(atis_airline, atis_airport, atis_flight)",1,3
Llama-1B, ground transport denver,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,"Please list all the flights from Boston to Denver which serve meals, and also list the fares of US Air flights from Boston to Philadelphia.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"I would like a flight from Boston to Atlanta, and please tell me the first class fare for a round trip from Atlanta to Denver.","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"Show me the list of US Air flights between Boston and DC, list the fares of the Delta Airlines flights from Boston to Philadelphia, and tell me what airlines fly from Boston to Atlanta.","(atis_airline, atis_flight, atis_airfare)","(atis_airline, atis_flight, atis_airfare)",1,3
Llama-1B,What are the flights from Boston to Atlanta and the ground transportation options from the airport in Boston to downtown Boston?,"(atis_ground_service, atis_flight)","(atis_ground_service, atis_flight)",1,2
Llama-1B,"List types of aircraft that connect Boston and San Francisco, inquire about flights leaving San Francisco and arriving in Boston for any day, and list the number of flights leaving Boston for Dallas Fort Worth before 9 AM in the morning.","(atis_aircraft, atis_flight, atis_quantity)","(atis_aircraft, atis_flight, atis_quantity)",1,3
